place	time	pace	age	gender	state
6792	105.48	10.548	26	F	VA
3777	94.43	9.443	39	F	NY
3310	85.97	8.597	40	M	MD
5658	100.93	10.093	48	F	MD
5405	97.87	9.787	34	M	VA
6236	105.55	10.555	36	M	DC
9224	124.47	12.447	43	F	PA
9346	127.32	12.732	25	F	MD
8313	114.37	11.437	33	F	DC
9250	125.1	12.51	50	F	VA
2781	90.57	9.057	48	F	AZ
2049	87.5	8.75	35	F	MD
2679	90.13	9.013	23	F	MD
3744	88.15	8.815	27	M	DC
521	67.27	6.727	29	M	MD
2033	87.43	8.743	32	F	MD
126	68.33	6.833	42	F	MD
7333	108.08	10.808	63	F	VA
1490	75.72	7.572	39	M	MD
6356	103.78	10.378	33	F	VA
5117	96.03	9.603	41	M	NY
360	74.45	7.445	23	F	MD
6318	103.65	10.365	31	F	VA
711	78.68	7.868	41	F	DC
3000	84.5	8.45	31	M	VA
1133	73.05	7.305	32	M	MD
8487	115.65	11.565	35	F	PA
5430	98.03	9.803	24	M	DC
6516	109.18	10.918	31	M	VA
3420	93.18	9.318	28	F	PA
6248	105.7	10.57	54	M	DC
799	79.47	7.947	23	F	DC
9086	122.12	12.212	34	F	DC
4154	90.42	9.042	48	M	VA
4964	98.38	9.838	28	F	VA
6204	105.07	10.507	35	M	KY
3527	93.58	9.358	29	F	DC
6419	104.02	10.402	47	F	PA
3295	85.88	8.588	60	M	DC
3879	88.83	8.883	49	M	MD
7122	107.2	10.72	38	F	VA
9445	129.53	12.953	27	F	DC
5016	95.4	9.54	53	M	VA
7011	106.58	10.658	43	F	VA
9609	135.77	13.577	36	F	MD
7509	109.08	10.908	45	F	VA
7747	110.48	11.048	41	F	VA
6819	105.65	10.565	35	F	DC
6721	113.13	11.313	42	M	VA
5317	97.33	9.733	55	M	OH
2172	87.95	8.795	27	F	NY
8341	114.63	11.463	27	F	VA
4931	94.87	9.487	37	M	VA
5554	99.05	9.905	44	M	VA
2335	80.53	8.053	45	M	VA
3029	91.63	9.163	29	F	FL
8405	115.12	11.512	39	F	VA
1307	74.43	7.443	27	M	DC
65	56.88	5.688	31	M	MD
3019	91.6	9.16	27	F	DC
1149	82.27	8.227	44	F	NY
4616	97.27	9.727	29	F	VA
6033	103.2	10.32	34	M	MD
7053	106.8	10.68	40	F	VA
2903	91.08	9.108	27	F	VA
5972	102.18	10.218	38	F	MD
3627	87.62	8.762	30	M	DC
7547	109.23	10.923	34	F	DC
7667	110.02	11.002	55	F	NJ
7508	109.08	10.908	35	F	NJ
933	80.52	8.052	33	F	DC
1251	83.02	8.302	26	F	NY
1346	74.75	7.475	14	M	DC
5846	101.67	10.167	25	F	DC
9321	126.82	12.682	28	F	MD
6012	102.37	10.237	27	F	VA
3973	95.15	9.515	27	F	DC
5687	100.08	10.008	54	M	VA
1897	78.07	7.807	31	M	DC
5196	96.52	9.652	43	M	VA
6197	104.98	10.498	40	M	NY
6741	113.72	11.372	61	M	NY
1612	85.35	8.535	29	F	MA
2542	89.53	8.953	28	F	DC
4822	94.23	9.423	37	M	VA
173	70.38	7.038	48	F	VA
5171	99.12	9.912	25	F	VA
8305	114.32	11.432	39	F	VA
4654	97.37	9.737	28	F	DC
8831	118.88	11.888	32	F	MD
2385	80.85	8.085	39	M	MD
3294	85.88	8.588	28	M	VA
6541	109.53	10.953	50	M	MD
275	73.03	7.303	28	F	DC
6744	105.3	10.53	40	F	VA
928	80.5	8.05	29	F	MD
9658	138.75	13.875	58	F	MD
4222	90.72	9.072	46	M	VA
1586	76.23	7.623	36	M	VA
4334	91.38	9.138	26	M	VA
5397	97.8	9.78	32	M	DC
4617	92.93	9.293	37	M	VA
6139	104.28	10.428	50	M	VA
290	63.7	6.37	44	M	VA
8185	113.62	11.362	33	F	DC
2353	88.72	8.872	25	F	VA
5295	99.6	9.96	56	F	VA
1803	86.32	8.632	52	F	MD
1707	77	7.7	30	M	MD
6585	104.65	10.465	24	F	DC
1948	78.32	7.832	41	M	DC
7100	129.77	12.977	71	M	MD
3389	86.4	8.64	46	M	MD
3043	84.72	8.472	29	M	VA
1177	73.35	7.335	30	M	PA
9320	126.78	12.678	34	F	MD
8656	117.18	11.718	27	F	VA
8940	120.18	12.018	32	F	DC
6229	105.48	10.548	33	M	VA
1963	87.12	8.712	36	F	VA
4053	89.8	8.98	43	M	VA
747	69.65	6.965	25	M	MD
4978	95.13	9.513	47	M	MD
4762	97.68	9.768	35	F	PA
6257	103.37	10.337	32	F	PA
8624	116.95	11.695	28	F	NY
5467	98.28	9.828	34	M	VA
336	74.08	7.408	46	F	PA
4987	95.18	9.518	29	M	VA
5199	96.52	9.652	24	M	MD
3105	84.97	8.497	28	M	PA
213	62.13	6.213	38	M	MD
4181	90.53	9.053	57	M	NJ
6238	103.28	10.328	26	F	DC
5081	98.8	9.88	57	F	MD
4059	95.4	9.54	31	F	DC
7591	109.58	10.958	41	F	MD
3996	95.18	9.518	25	F	NJ
9235	124.9	12.49	55	F	VA
3520	93.55	9.355	38	F	MD
3499	86.95	8.695	44	M	VA
3626	93.9	9.39	38	F	DC
8983	120.63	12.063	38	F	VA
5316	97.33	9.733	53	M	MD
6471	108.6	10.86	50	M	VA
110	67.5	6.75	30	F	DC
2333	88.62	8.862	23	F	DC
8929	120.08	12.008	32	F	VA
3722	88.02	8.802	43	M	VA
7046	124.8	12.48	37	M	MD
147	60.18	6.018	46	M	VA
2727	90.33	9.033	25	F	DC
5951	102.53	10.253	46	M	MD
6336	103.7	10.37	25	F	VA
3047	91.7	9.17	25	F	NY
6063	102.58	10.258	40	F	MD
5522	98.72	9.872	37	M	VA
780	69.95	6.995	34	M	VA
3861	88.73	8.873	37	M	VA
2474	89.22	8.922	41	F	PA
8817	118.72	11.872	29	F	MD
3359	92.93	9.293	33	F	VA
5935	102.3	10.23	57	M	GA
4422	96.63	9.663	26	F	PA
1968	78.37	7.837	39	M	VA
2292	80.27	8.027	43	M	VA
3976	95.15	9.515	47	F	PA
6174	104.67	10.467	44	M	PA
9092	122.3	12.23	31	F	OH
9289	126.03	12.603	41	F	MD
757	69.73	6.973	27	M	VA
4367	91.6	9.16	51	M	VA
5913	101.92	10.192	30	F	VA
7664	110.02	11.002	28	F	DC
4890	98.12	9.812	31	F	VA
589	67.98	6.798	43	M	VA
3579	93.73	9.373	38	F	DE
2546	81.87	8.187	25	M	MD
3012	91.57	9.157	30	F	VA
5936	102.3	10.23	54	M	MD
5810	101.05	10.105	32	M	VA
8496	115.7	11.57	37	F	MD
7497	108.98	10.898	38	F	VA
2646	89.98	8.998	25	F	MD
2006	87.3	8.73	25	F	VA
612	77.5	7.75	27	F	MD
6266	105.98	10.598	27	M	VA
5075	98.78	9.878	30	F	NJ
8654	117.17	11.717	56	F	MD
2693	82.78	8.278	30	M	MD
3819	94.57	9.457	35	F	VA
229	62.5	6.25	44	M	IA
95	58.2	5.82	22	M	DC
681	69	6.9	33	M	MD
6635	111.48	11.148	29	M	DC
3674	87.78	8.778	37	M	DC
8349	114.67	11.467	50	F	MD
6510	104.33	10.433	25	F	IL
474	66.6	6.66	25	M	PA
1379	74.93	7.493	34	M	NJ
7883	111.4	11.14	30	F	PA
1343	83.65	8.365	30	F	MD
5202	96.53	9.653	59	M	MD
3751	94.33	9.433	29	F	VA
6129	102.8	10.28	44	F	MD
313	73.55	7.355	21	F	WA
2607	89.82	8.982	26	F	DC
3927	94.95	9.495	28	F	MD
1629	85.42	8.542	23	F	NH
4528	97	9.7	38	F	DC
6643	104.87	10.487	30	F	VA
1777	86.23	8.623	33	F	VA
9290	126.05	12.605	45	F	NY
7634	109.87	10.987	36	F	VA
4916	98.2	9.82	25	F	VA
2176	87.97	8.797	31	F	VA
9375	128.03	12.803	53	F	VA
6399	103.95	10.395	41	F	PA
7752	110.52	11.052	48	F	VA
2189	88.02	8.802	39	F	MD
3921	94.9	9.49	28	F	DC
2712	90.3	9.03	56	F	PA
900	80.32	8.032	26	F	MD
100	66.97	6.697	57	F	CT
2371	88.78	8.878	37	F	NC
2727	82.95	8.295	38	M	VA
7754	110.52	11.052	32	F	PA
4602	97.23	9.723	28	F	CT
6430	108.03	10.803	29	M	FL
4183	90.53	9.053	34	M	NY
7063	126.35	12.635	27	M	MD
2473	81.4	8.14	40	M	VA
2847	90.85	9.085	29	F	DC
5091	95.82	9.582	48	M	VA
5880	101.73	10.173	26	M	MD
4047	95.35	9.535	31	F	DC
389	74.87	7.487	34	F	MD
302	63.98	6.398	28	M	DC
3466	86.8	8.68	34	M	VA
8520	115.9	11.59	40	F	PA
2396	80.9	8.09	36	M	DC
8042	112.58	11.258	46	F	NY
5615	99.55	9.955	24	M	VA
1299	74.35	7.435	49	M	VA
3345	86.17	8.617	30	M	DC
2903	83.92	8.392	48	M	NY
1954	87.07	8.707	32	F	DC
7779	110.7	11.07	24	F	DC
3016	84.58	8.458	22	M	MD
5949	102.08	10.208	38	F	VA
2538	81.83	8.183	34	M	MD
2286	88.45	8.845	27	F	NY
2141	79.35	7.935	41	M	VA
6994	106.48	10.648	30	F	VA
2951	91.27	9.127	37	F	VA
3192	85.42	8.542	65	M	VA
4084	89.98	8.998	29	M	VA
5022	95.45	9.545	32	M	DC
3221	85.53	8.553	49	M	NJ
2175	79.57	7.957	38	M	VA
5091	98.85	9.885	28	F	MD
6979	120.43	12.043	29	M	MD
3664	87.75	8.775	29	M	MD
8409	115.13	11.513	37	F	MD
3899	94.83	9.483	17	F	MD
6726	113.43	11.343	38	M	VA
1581	85.17	8.517	27	F	DC
9174	123.57	12.357	28	F	MD
2717	82.92	8.292	16	M	VA
3845	88.68	8.868	57	M	NY
7793	110.82	11.082	35	F	GA
8181	113.58	11.358	36	F	MD
7000	121.55	12.155	42	M	VA
9300	126.4	12.64	41	F	MD
2925	91.15	9.115	25	F	DC
4991	98.48	9.848	49	F	MD
8606	116.77	11.677	43	F	VA
5568	100.62	10.062	23	F	DC
2055	87.53	8.753	31	F	NJ
7388	108.38	10.838	31	F	GA
3039	91.68	9.168	44	F	VA
1215	82.72	8.272	30	F	VA
4153	95.77	9.577	43	F	DC
5990	102.82	10.282	31	M	VA
5644	99.82	9.982	30	M	VA
6476	108.65	10.865	33	M	DC
5399	100	10	60	F	VA
5323	97.35	9.735	26	M	VA
3164	92.13	9.213	26	F	VA
7531	109.17	10.917	40	F	MD
7115	130.75	13.075	29	M	DC
6973	106.42	10.642	41	F	MD
6800	115	11.5	66	M	VA
7101	107.1	10.71	31	F	MD
3439	93.23	9.323	29	F	VA
1738	77.22	7.722	38	M	DC
7282	107.85	10.785	33	F	VA
648	77.95	7.795	34	F	DC
5886	101.8	10.18	43	M	DC
1388	83.95	8.395	35	F	MD
594	68.03	6.803	45	M	TX
4243	96	9.6	29	F	VA
5339	97.45	9.745	17	M	VA
5877	101.78	10.178	35	F	DC
2910	91.1	9.11	39	F	VA
4943	98.32	9.832	40	F	DC
3534	87.1	8.71	52	M	VA
5148	96.25	9.625	30	M	OK
122	59.5	5.95	32	M	DC
2534	81.82	8.182	33	M	NC
7054	125.35	12.535	73	M	MD
5712	100.32	10.032	26	M	DC
3095	84.93	8.493	44	M	MD
5276	97.1	9.71	31	M	VA
7386	108.37	10.837	39	F	MD
5432	100.12	10.012	25	F	MI
5269	97.07	9.707	46	M	VA
5097	95.83	9.583	36	M	VA
6220	103.2	10.32	33	F	VA
708	78.65	7.865	26	F	VA
4986	95.17	9.517	30	M	DC
7144	133.88	13.388	35	M	CA
3488	86.9	8.69	33	M	VA
333	73.98	7.398	38	F	VA
4778	93.95	9.395	45	M	MD
1052	72.42	7.242	55	M	DC
6896	106.03	10.603	29	F	VA
8420	115.18	11.518	33	F	VA
6679	105	10.5	32	F	VA
3755	88.18	8.818	33	M	VA
3301	85.92	8.592	39	M	DC
3226	85.57	8.557	28	M	NY
3983	95.17	9.517	38	F	VA
3448	86.73	8.673	39	M	DC
1198	82.6	8.26	52	F	DC
1975	87.17	8.717	24	F	PA
5130	99	9.9	28	F	DC
3697	87.88	8.788	57	M	DC
3880	94.78	9.478	37	F	DC
2695	82.8	8.28	27	M	VA
2152	79.38	7.938	29	M	DC
4415	91.88	9.188	28	M	GA
4850	97.98	9.798	28	F	DC
3742	94.3	9.43	27	F	VA
8356	114.73	11.473	52	F	VA
6753	105.33	10.533	54	F	PA
6737	105.27	10.527	30	F	VA
2335	88.62	8.862	33	F	GA
847	79.83	7.983	22	F	NY
137	68.8	6.88	38	F	PA
5597	100.75	10.075	55	F	VA
4709	93.53	9.353	55	M	MA
3636	87.67	8.767	28	M	VA
1468	84.45	8.445	25	F	VA
4755	97.67	9.767	60	F	MA
2633	89.93	8.993	52	F	VA
3718	94.23	9.423	30	F	DC
3287	92.67	9.267	38	F	MD
2685	82.73	8.273	28	M	PA
345	74.22	7.422	48	F	VA
5597	99.4	9.94	40	M	CO
5890	101.85	10.185	28	M	VA
4532	97	9.7	29	F	MD
4928	94.87	9.487	55	M	VA
6788	105.47	10.547	51	F	VA
4449	96.73	9.673	22	F	DC
3819	88.58	8.858	31	M	VA
710	78.65	7.865	31	F	DC
2332	88.62	8.862	42	F	VA
3275	92.62	9.262	28	F	VA
298	73.38	7.338	22	F	OH
2484	89.25	8.925	31	F	VA
4400	91.8	9.18	30	M	GA
6309	103.6	10.36	26	F	VA
1818	77.65	7.765	36	M	DC
5561	99.1	9.91	30	M	DC
1928	86.9	8.69	37	F	VA
1446	84.33	8.433	29	F	DC
3504	93.48	9.348	32	F	VA
2497	81.6	8.16	28	M	IN
164	60.8	6.08	32	M	WI
8522	115.93	11.593	33	F	VA
3949	89.22	8.922	48	M	VA
9127	122.75	12.275	26	F	VA
5577	100.65	10.065	30	F	VA
7654	109.97	10.997	46	F	VA
713	78.68	7.868	31	F	GA
1787	86.27	8.627	26	F	VA
4837	94.35	9.435	28	M	DC
5309	97.27	9.727	30	M	VA
1395	75.08	7.508	20	M	DC
7778	110.68	11.068	23	F	DC
4097	90.05	9.005	38	M	VA
496	76.15	7.615	25	F	VA
1745	86.07	8.607	49	F	VA
2137	79.33	7.933	34	M	MD
6658	111.85	11.185	55	M	MD
2908	83.93	8.393	37	M	NY
6089	102.68	10.268	34	F	DC
412	75.17	7.517	25	F	MD
2056	78.95	7.895	43	M	TX
615	77.55	7.755	31	F	DC
4912	98.2	9.82	27	F	NY
4472	92.15	9.215	63	M	DC
1316	74.52	7.452	40	M	VA
5014	98.57	9.857	26	F	DC
4266	96.07	9.607	28	F	DC
5228	99.35	9.935	23	F	DC
3641	93.93	9.393	25	F	DC
4210	95.93	9.593	25	F	DC
1445	84.32	8.432	48	F	MD
8267	114.15	11.415	29	F	DC
6280	106.15	10.615	35	M	MD
2242	79.95	7.995	33	M	MI
3684	87.83	8.783	46	M	MD
756	79.1	7.91	34	F	VA
3926	94.95	9.495	28	F	DC
6378	107.35	10.735	29	M	MD
1130	73.03	7.303	41	M	VA
1530	75.87	7.587	46	M	DC
2361	88.73	8.873	32	F	DC
3148	85.17	8.517	34	M	MD
6798	114.98	11.498	27	M	VA
1533	84.85	8.485	61	F	VA
2061	87.55	8.755	29	F	DC
1017	72.17	7.217	44	M	MD
3381	93.02	9.302	23	F	VA
1418	75.27	7.527	45	M	MD
9513	131.65	13.165	47	F	VA
4064	95.43	9.543	37	F	MD
9497	131	13.1	27	F	DC
6554	104.5	10.45	26	F	VA
9245	125.08	12.508	36	F	DC
3106	91.88	9.188	29	F	VA
4672	97.38	9.738	40	F	MD
294	63.77	6.377	40	M	VA
1952	87.07	8.707	23	F	MD
7015	122.33	12.233	69	M	NJ
9231	124.7	12.47	32	F	MD
7590	109.57	10.957	32	F	DC
5874	101.77	10.177	49	F	NJ
1094	81.85	8.185	41	F	VA
6781	114.5	11.45	33	M	VA
3499	93.47	9.347	24	F	MD
5835	101.28	10.128	31	M	VA
5763	101.32	10.132	48	F	NC
4919	98.22	9.822	22	F	NY
3110	91.9	9.19	29	F	NY
4615	92.93	9.293	30	M	MD
4006	89.52	8.952	26	M	MD
5705	100.23	10.023	37	M	MD
3518	93.55	9.355	62	F	DC
1922	78.22	7.822	56	M	MD
3143	92.03	9.203	30	F	VA
5638	99.77	9.977	61	M	MD
5743	101.25	10.125	24	F	DC
1412	75.23	7.523	34	M	MD
1447	84.33	8.433	44	F	DC
5010	95.35	9.535	23	M	MD
74	65.75	6.575	23	F	NJ
3137	85.13	8.513	26	M	NY
9132	122.82	12.282	46	F	NY
4977	95.12	9.512	41	M	VA
8213	113.85	11.385	30	F	MD
2827	83.5	8.35	34	M	NY
1782	86.23	8.623	48	F	VA
7047	106.77	10.677	41	F	NC
5216	96.6	9.66	29	M	MD
3246	85.65	8.565	49	M	DC
3920	89.07	8.907	37	M	NY
5557	99.08	9.908	42	M	NJ
7327	108.05	10.805	25	F	DC
3953	89.23	8.923	26	M	NY
3867	88.77	8.877	48	M	PA
1527	84.8	8.48	35	F	MD
9012	120.97	12.097	40	F	DC
5704	101.08	10.108	27	F	VA
1949	87.05	8.705	49	F	MD
4122	90.15	9.015	29	M	DC
3227	92.42	9.242	33	F	UT
1744	77.25	7.725	29	M	VA
8480	115.57	11.557	43	F	MD
5293	99.6	9.96	31	F	DC
3497	93.43	9.343	32	F	VA
825	79.68	7.968	26	F	DC
6982	120.62	12.062	45	M	DC
6439	104.07	10.407	26	F	DC
690	69.05	6.905	28	M	NY
1398	84.07	8.407	30	F	MD
8468	115.53	11.553	58	F	MD
6629	111.43	11.143	32	M	DC
1035	81.42	8.142	35	F	NY
6715	105.15	10.515	28	F	VA
1759	77.33	7.733	52	M	VA
1131	82.13	8.213	33	F	VA
5394	97.78	9.778	22	M	MA
1322	74.57	7.457	38	M	VA
2970	84.4	8.44	67	M	VA
3156	92.1	9.21	28	F	GA
1717	85.92	8.592	23	F	PA
8297	114.28	11.428	26	F	VA
4552	97.07	9.707	25	F	DC
3633	93.92	9.392	26	F	DC
5341	97.47	9.747	26	M	VA
5267	97.07	9.707	35	M	VA
9062	121.68	12.168	41	F	MD
677	68.93	6.893	25	M	NJ
650	77.97	7.797	36	F	VA
937	71.45	7.145	25	M	NJ
9358	127.57	12.757	35	F	DC
3073	91.75	9.175	27	F	VA
6422	107.95	10.795	38	M	NY
3099	84.95	8.495	42	M	MD
2477	89.23	8.923	33	F	VA
1864	77.88	7.788	40	M	DC
4563	97.1	9.71	32	F	NY
5201	99.25	9.925	26	F	VA
465	75.83	7.583	30	F	MD
4540	92.47	9.247	30	M	DC
6254	105.78	10.578	28	M	MA
1625	76.5	7.65	50	M	MD
5078	98.8	9.88	40	F	MD
4656	97.37	9.737	41	F	DC
5873	101.65	10.165	27	M	MA
3711	87.97	8.797	32	M	VA
1966	87.15	8.715	33	F	MD
6988	106.47	10.647	29	F	VA
9390	128.22	12.822	27	F	VA
6420	104.02	10.402	26	F	DC
2836	83.55	8.355	34	M	VA
4581	97.17	9.717	29	F	DC
966	71.75	7.175	29	M	DC
3702	87.9	8.79	25	M	VA
1335	83.6	8.36	32	F	VA
6742	113.75	11.375	29	M	VA
2290	88.45	8.845	33	F	VA
1432	84.27	8.427	33	F	MD
3947	89.22	8.922	30	M	VA
3127	91.95	9.195	34	F	DC
4785	93.98	9.398	28	M	VA
658	68.77	6.877	31	M	PA
5299	99.63	9.963	65	F	CO
7588	109.57	10.957	48	F	VA
8724	117.72	11.772	30	F	PA
4545	92.5	9.25	34	M	VA
2080	87.62	8.762	23	F	VA
9048	121.48	12.148	31	F	VA
551	76.85	7.685	44	F	MD
4018	95.27	9.527	31	F	NJ
5477	100.25	10.025	29	F	DC
5643	99.78	9.978	28	M	VA
2231	88.17	8.817	29	F	MD
369	74.67	7.467	27	F	DC
1588	85.18	8.518	26	F	DC
2510	89.38	8.938	26	F	VA
7029	123.15	12.315	28	M	VA
8289	114.23	11.423	32	F	VA
6671	112.12	11.212	39	M	VA
9597	135.02	13.502	43	F	VA
3232	92.48	9.248	32	F	PA
6644	104.88	10.488	31	F	VA
4134	95.68	9.568	43	F	MD
7448	108.67	10.867	31	F	MD
8832	118.9	11.89	28	F	DC
4316	91.28	9.128	41	M	VA
5370	97.63	9.763	55	M	VA
3822	94.57	9.457	27	F	VA
1435	75.37	7.537	31	M	MD
6309	106.52	10.652	35	M	VA
3150	85.17	8.517	49	M	VA
7480	108.85	10.885	32	F	DC
6517	104.38	10.438	48	F	VA
6114	104.1	10.41	47	M	DC
3339	86.12	8.612	49	M	VA
1006	81.23	8.123	40	F	MD
6239	103.28	10.328	35	F	MD
8556	116.23	11.623	40	F	PA
7267	107.8	10.78	30	F	PA
2358	88.72	8.872	31	F	VA
3768	88.27	8.827	26	M	NJ
103	58.67	5.867	31	M	NY
4757	97.68	9.768	25	F	GA
201	61.73	6.173	33	M	NY
6616	104.78	10.478	21	F	MD
5695	101.05	10.105	23	F	DC
3351	92.9	9.29	26	F	MD
8991	120.68	12.068	41	F	PA
624	68.38	6.838	51	M	VA
8114	113.02	11.302	62	F	VA
9382	128.15	12.815	52	F	DC
1412	84.13	8.413	40	F	DC
3080	91.8	9.18	27	F	VA
1673	76.75	7.675	33	M	DC
832	70.47	7.047	35	M	VA
6813	115.35	11.535	25	M	VA
2616	89.88	8.988	47	F	MD
5648	99.85	9.985	34	M	VA
2816	83.43	8.343	51	M	DC
1356	74.82	7.482	26	M	VA
3044	84.72	8.472	30	M	DC
3656	93.97	9.397	22	F	MD
4620	97.28	9.728	31	F	DC
1441	84.3	8.43	37	F	MD
1126	73	7.3	42	M	VA
8210	113.82	11.382	26	F	VA
4462	92.1	9.21	49	M	VA
1437	84.3	8.43	38	F	VA
3433	86.62	8.662	57	M	VA
4192	90.57	9.057	52	M	NJ
5036	98.63	9.863	31	F	DC
5062	95.68	9.568	60	M	MO
5761	100.67	10.067	30	M	VA
3299	85.92	8.592	36	M	MD
9327	126.9	12.69	56	F	VA
1129	73.02	7.302	35	M	WA
714	78.7	7.87	24	F	DC
170	60.97	6.097	38	M	VA
8648	117.15	11.715	29	F	NJ
8192	113.68	11.368	51	F	MD
6213	103.15	10.315	19	F	VA
3403	93.13	9.313	34	F	VA
7768	110.6	11.06	31	F	DC
157	69.6	6.96	59	F	MA
767	79.22	7.922	22	F	DC
4248	90.85	9.085	53	M	MD
9546	132.53	13.253	63	F	VA
1669	85.62	8.562	28	F	DC
547	67.58	6.758	31	M	DC
6483	108.75	10.875	43	M	MD
1254	74	7.4	25	M	DC
6057	102.55	10.255	26	F	VA
3510	93.5	9.35	31	F	MD
663	78.13	7.813	37	F	VA
3161	92.12	9.212	26	F	PA
4875	94.6	9.46	31	M	VA
8084	112.87	11.287	32	F	VA
2400	88.9	8.89	29	F	DC
5632	100.83	10.083	33	F	MD
4404	96.57	9.657	30	F	DC
1997	78.58	7.858	23	M	VA
8169	113.45	11.345	24	F	VA
5699	101.07	10.107	26	F	DC
1082	81.78	8.178	40	F	NY
227	71.88	7.188	25	F	VA
3798	94.5	9.45	32	F	VA
7584	109.55	10.955	32	F	VA
8548	116.18	11.618	22	F	MD
4480	92.2	9.22	28	M	MD
3804	94.53	9.453	60	F	MD
4314	96.2	9.62	33	F	DC
513	76.35	7.635	50	F	PA
1729	77.17	7.717	36	M	DC
4091	95.52	9.552	37	F	VA
1696	76.92	7.692	30	M	VA
9164	123.43	12.343	30	F	MD
4315	91.27	9.127	24	M	VA
224	62.43	6.243	48	M	MD
445	66.18	6.618	34	M	DC
1413	75.23	7.523	48	M	VA
7337	108.08	10.808	59	F	VA
8997	120.77	12.077	26	F	NJ
539	76.75	7.675	26	F	DC
7587	109.57	10.957	56	F	VA
1659	76.67	7.667	38	M	DC
7491	108.93	10.893	38	F	DC
2912	91.12	9.112	28	F	MD
9006	120.88	12.088	26	F	DC
6201	105.03	10.503	28	M	MD
3090	84.92	8.492	34	M	VA
6601	110.97	11.097	64	M	DC
3957	95.08	9.508	34	F	MD
887	80.23	8.023	21	F	MD
5061	98.75	9.875	44	F	PA
7009	122.12	12.212	35	M	VA
375	74.72	7.472	37	F	CO
6834	115.82	11.582	27	M	NY
537	76.7	7.67	28	F	VA
4349	91.5	9.15	46	M	MD
9657	138.75	13.875	57	F	MD
7729	110.4	11.04	28	F	VA
1157	82.32	8.232	43	F	VA
1316	83.45	8.345	28	F	DC
694	78.45	7.845	47	F	VA
439	75.53	7.553	33	F	MD
1557	85.02	8.502	38	F	MD
2168	79.52	7.952	32	M	DC
2230	88.17	8.817	39	F	PA
1918	86.88	8.688	29	F	VA
7365	108.27	10.827	28	F	PA
4915	94.82	9.482	40	M	MD
6767	105.38	10.538	32	F	DC
1931	78.25	7.825	33	M	DC
4946	98.33	9.833	28	F	DC
4442	92.02	9.202	51	M	VA
5326	99.73	9.973	30	F	MD
391	65.48	6.548	47	M	VA
8692	117.48	11.748	38	F	VA
9244	124.98	12.498	38	F	VA
724	69.48	6.948	24	M	DC
3639	93.93	9.393	32	F	MI
4205	90.63	9.063	46	M	MD
6412	107.87	10.787	38	M	NJ
4528	92.42	9.242	43	M	MD
9353	127.5	12.75	30	F	MD
6891	117.67	11.767	32	M	DC
9605	135.65	13.565	49	F	NJ
3479	93.37	9.337	31	F	DC
1892	78	7.8	27	M	NY
3505	93.48	9.348	40	F	VA
9713	146.8	14.68	47	F	VA
1999	87.3	8.73	23	F	NY
4225	90.73	9.073	30	M	DC
6626	111.38	11.138	50	M	MD
4197	95.88	9.588	28	F	VA
235	72.12	7.212	46	F	OH
1225	82.78	8.278	29	F	MD
5382	97.72	9.772	46	M	VA
5977	102.67	10.267	36	M	DC
622	68.37	6.837	38	M	NC
5460	98.23	9.823	53	M	VA
3708	94.18	9.418	28	F	VA
611	77.5	7.75	46	F	MD
2676	90.13	9.013	48	F	DC
4287	91.07	9.107	36	M	VA
2647	90	9	23	F	VA
6186	104.87	10.487	32	M	VA
3427	86.57	8.657	46	M	MD
5469	100.22	10.022	29	F	NY
8726	117.72	11.772	39	F	OH
4578	92.7	9.27	52	M	DC
506	76.25	7.625	36	F	VA
4340	91.43	9.143	30	M	VA
5828	101.58	10.158	28	F	VA
5507	98.63	9.863	35	M	VA
6740	105.28	10.528	42	F	DC
5360	97.57	9.757	42	M	MD
37	62.7	6.27	30	F	CT
4025	95.27	9.527	30	F	VA
141	68.92	6.892	25	F	DC
6600	110.92	11.092	48	M	VA
9296	126.2	12.62	29	F	VA
2926	91.15	9.115	32	F	MD
4015	95.25	9.525	36	F	MD
420	65.9	6.59	32	M	IL
3616	93.87	9.387	26	F	MD
5021	95.45	9.545	25	M	VA
1255	83.07	8.307	27	F	MN
8690	117.47	11.747	32	F	MD
2906	83.93	8.393	41	M	MD
6237	103.28	10.328	32	F	DC
4815	97.87	9.787	29	F	DC
6211	103.13	10.313	58	F	VA
5384	99.95	9.995	29	F	VA
5989	102.8	10.28	45	M	MD
2859	83.65	8.365	38	M	MD
3892	94.82	9.482	23	F	MD
369	65.02	6.502	32	M	DC
144	68.97	6.897	29	F	VA
7188	107.47	10.747	30	F	VA
9449	129.58	12.958	46	F	MD
9448	129.57	12.957	40	F	PA
171	70.13	7.013	27	F	DC
1287	74.27	7.427	41	M	PA
7930	111.73	11.173	47	F	DC
1188	82.55	8.255	26	F	GA
5128	96.12	9.612	35	M	OH
4548	97.05	9.705	33	F	VA
1524	84.78	8.478	42	F	VA
2526	89.45	8.945	26	F	DC
3342	86.15	8.615	31	M	NC
515	76.38	7.638	23	F	DC
6039	103.23	10.323	49	M	VA
5270	97.07	9.707	27	M	DC
174	61.07	6.107	20	M	PA
8701	117.53	11.753	24	F	VA
2405	88.92	8.892	38	F	MD
713	69.37	6.937	32	M	NC
6363	103.8	10.38	41	F	OH
6050	103.33	10.333	63	M	VA
1759	86.12	8.612	34	F	KY
6398	107.7	10.77	22	M	DC
2783	90.58	9.058	28	F	NJ
